
Mono maicero,6,habbit,"Varía de acuerdo a la calidad del hábitat. Se han registrado ADV de 90 ha en el parque nacional natural El Tuparro. 158 ha en el parque nacional natural Tinigua en Colombia y para el parque nacional Manu en el Perú se cuenta con dos informes: 125 ha y 80 ha Un grupo observado al norte de Manaus (Brasil) en el bosque sobre arenas blancas utilizaba un ADV de alrededor de 900 ha (Pedzonni, comunicación personal). Respecto a los recorridos diarios, Terborgh calculó un promedio de 2070 m en el Parque Nacional Manu (Perú), mientras que en el parque nacional natural Tinigua es estimado un promedio de 1667 m (rango 370 a 2300 m)."
Mono maicero,6,appearance,"El mono maicero es un animal omnívoro, que se alimenta preferiblemente de frutos e invertebrados, aunque algunas veces atrapa pequeños vertebrados, tales como lagartijas y polluelos de aves; también se alimenta de otras partes de plantas. Este cébido puede encontrarse en diferentes tipos de ambientes, incluyendo la mayoría de los bosques tropicales y subtropicales, y en bosques de crecimiento secundario. Está ampliamente distribuido en Sudamérica. Se caracteriza por presentar en el cuerpo un pelaje que varía de castaño claro a castaño oscuro o marrón a rojizo; en las extremidades y cola presenta una coloración que varía de marrón oscuro a negro, siendo estas últimas las partes más oscuras del cuerpo. En la frente presenta pelaje erecto semejando unos cachos de allí su nombre, el rostro puede presentar pelaje corto que se esparce sobre la piel negra. Es una especie relativamente grande, la longitud entre cabeza cuerpo está entre 35 y 49 cm, y posee una cola prensil de entre 38 y 49 cm, los machos pesan alrededor de 3,7 kg y las hembras 2,3 kg. Al igual que otros cebides habita en la selva húmeda tropical, se desplaza en árboles de gran altura y se caracterizan por presentar hábitos diurnos, ser activos e inquietos. Su dieta está constituida principalmente por frutas, semillas, néctar, insectos, crustáceos, reptiles, ranas, huevos de las aves y pequeños mamíferos por lo tanto los maiceros pueden ser considerados como animales omnívoros. Respecto a su desplazamiento, aunque usualmente se apoyan en las cuatro extremidades pueden adoptar una postura bípeda, así mismo utilizan la cola prensil para desplazarse y alimentarse. Al igual que otras especies de capuchinos (género Sapajus), son animales sociales. Vive en grupos sociales conformados por 6 a 18 individuos, en el cual hay un macho dominante el cual se puede reproducir con varias hembras. El área de dominio vital se ha calculado entre 90 y 158 ha y realizan desplazamiento por zonas descubiertas de vegetación para llegar de un fragmento de bosque a otro. En cuanto a la reproducción esta especie se caracteriza porque generalmente sólo tienen una cría en cada parto, con un período de gestación de 149 a 158 días y de lactancia de 270 días; el ciclo estral es de 18 días y los juveniles se valen por sí mismos al año y medio."
Mono maicero,6,mating,"Las hembras presentan un periodo estral de 18 días. y la gestación se ha calculado en 160 días. Para copular el macho monta la hembra apoyándose directamente sobre el sustrato de la rama en que se encuentren o sosteniéndose con sus pies de las patas traseras de la hembra. En muchos grupos se presenta únicamente un macho reproductor, mientras que son las hembras fértiles. encontraron que en los grupos más grandes esta situación puede cambiar y pueden presentarse otros machos en edad reproductiva, pero generalmente, el macho dominante hace prevalecer su derecho a copular, impidiendo a los otros acceder a las hembras. Igualmente las hembras muestran preferencia por el macho dominante. Soini observó nacimientos durante todos los meses excepto durante la estación seca (octubre a junio, en el Parque Nacional Pacaya Samiria) e Iwaza para el río Duda, informaron nacimientos durante la época seca, la cual es más pronunciada en aquel sitio que en el lugar de estudio de Soini (en el Perú)."
Delfín de flancos blancos del pacífico,7,habbit,"Estos animales Muy sociales se observan ocasionalmente en grandes cardúmenes de más de 1000 individuos. Sin embargo, los cardúmenes de 50 individuos son los más comunes. Los grupos de delfines blancos del pacífico suelen incluir individuos de ambos sexos y diferentes edades, que generalmente se llevan bien entre sí. Además, se sabe que estos delfines se asocian con otras especies de delfines, alimentándose a menudo en las mismas zonas sin que se produzcan conflictos. Dentro de un grupo, es habitual que ayuden a individuos enfermos o heridos. Estos animales prefieren alimentarse por la noche, cuando los bancos de peces se acercan a la superficie del agua."
Delfín de flancos blancos del pacífico,7,appearance,"Estos delfines tienen tres tonos de colorido: mentón, garganta y vientre crema blancuzca. Pico, aletas traseras y espina dorsal son gris oscuro. Y un gris claro en los lados y una tira gris clara desde debajo de los ojos hacia debajo de la espina dorsal donde se engrosa hacia la cola. Un anillo gris oscuro rodea los ojos. La especie posee un tamaño promedio de los delfines oceánicos; las hembras pesan más de 150 kg y los machos unos 200 kg, su longitud es de 2,5 m (macho) y 2,3 m (hembra). Tiende a ser algo mayor que el delfín oscuro. Las hembras son maduras a los 7 años. El período gestacional es de un año. Hay individuos que pueden vivir más de cuarenta años. Son extremadamente activos y se mezclan con muchos otros cetáceos del Pacífico norte. También se acerca rápidamente a embarcaciones. Son comunes grupos de 90 especímenes, y se han observado supergrupos de más de 3.000 individuos. Predan principalmente Myctophidae, merluza, anchoa, calamar, Clupea, salmón y bacalao."
Delfín de flancos blancos del pacífico,7,mating,"El Delfín de flancos blancos del pacífico tiene un sistema de apareamiento poligínico. Los grupos de esta especie contienen individuos de ambos sexos, pero sólo el macho dominante se aparea con las hembras del grupo. Suelen reproducirse en verano-otoño. Las hembras dan a luz con intervalos de 4,5 - 5 años. El periodo de gestación dura 11 - 12 meses, dando lugar a una sola cría, que es amamantada por su madre durante 8 - 10 meses. Incluso después del destete, la hembra sigue cuidando de sus crías durante 2 - 3 años. La madurez sexual se alcanza a los 5 - 6 años en las hembras y a los 8 - 10 años - en los machos."
Guepardo africano del noroeste,8,habbit,"En el Desierto del Sáhara, la temperatura diurna supera los 40 °C, el agua escasea y las precipitaciones son irregulares. Dos estudios realizados con cámaras trampa en el macizo de Ahaggar revelaron que los Guepardos africanos del noroeste de esta zona muestran varias adaptaciones de comportamiento a este duro clima: son predominantemente Nocturnos y activos entre la puesta del sol y las primeras horas de la mañana; recorren distancias mayores y se presentan en una densidad menor que los Guepardos que viven en las sabanas. En general, los guepardos viven en tres grupos sociales principales: las hembras y sus cachorros, las ""coaliciones"" de machos y los machos solitarios. Las hembras llevan una vida Nómada en busca de presas en grandes áreas de hogar, mientras que los machos son más Sedentarios y establecen territorios mucho más pequeños en zonas con abundantes presas y acceso a las hembras. El área de campeo de un guepardo puede abarcar un territorio extenso, que a veces se solapa con el de otro guepardo o un león. La caza es la principal actividad de los guepardos durante todo el día, con picos durante el amanecer y el atardecer. Los grupos descansan en claros cubiertos de hierba tras el crepúsculo. Los guepardos inspeccionan a menudo sus alrededores en puntos de observación como las elevaciones para comprobar si hay presas o Carnívoros más grandes; incluso mientras descansan, se turnan para vigilar. Cuando cazan, los guepardos utilizan la vista en lugar del olfato; vigilan a sus presas desde lugares de descanso o ramas bajas. Acecharán a su presa, tratando de pasar desapercibidas en la cobertura, y se acercarán lo más posible, a menudo entre 60 y 70 m (200 y 230 pies) de la presa. También pueden permanecer ocultos en la cobertura y esperar a que la presa se acerque. En zonas de cobertura mínima, los guepardos se acercarán a menos de 200 m (660 pies) de la presa e iniciarán la persecución. Los guepardos son muy vocales y tienen un amplio repertorio de llamadas y sonidos como chirridos (o un ""tartamudeo-barridos""), churridos (o churtlings), ronroneos, balidos, toses, gruñidos, siseos, maullidos y gemidos (o aullidos). Otro tipo de vocalizaciones son los gorjeos, el sonido ""nyam nyam"" ""ihn ihn"" para reunir a las crías y un ""prr prr"" para guiarlas en un viaje. Una llamada de alarma de tono bajo se utiliza para advertir a las crías que se queden quietas."
Guepardo africano del noroeste,8,appearance,"El Guepardo africano del noroeste tiene un aspecto bastante diferente al de los otros guepardos africanos. Su pelaje es más corto y de color casi blanco, con manchas que van del negro sobre el lomo al marrón claro en las patas. La cara tiene pocas manchas o incluso ninguna, y las rayas lagrimales (rayas oscuras que van desde el canto medial de cada ojo por el lateral del hocico hasta la comisura de la boca) suelen faltar. La forma del cuerpo es básicamente la misma que la del Guepardo subsahariano, salvo que es algo más pequeño."
Guepardo africano del noroeste,8,mating,"Se sabe poco sobre el comportamiento reproductivo de los Guepardos africanos del noroeste. En general, los guepardos tienen un sistema de apareamiento poligínico, en el que un macho se aparea con varias hembras. Además, los machos se asocian con las hembras sólo para aparearse y no les proporcionan cuidados parentales. Estos animales se reproducen durante todo el año. El periodo de gestación dura unos 3 meses, tras los cuales nacen entre 2 y 5 cachorros. Los recién nacidos son ciegos, siendo completamente vulnerables. Durante los meses siguientes, las crías son amamantadas hasta que empiezan a comer carne. Pronto las crías empiezan a acompañar a su madre durante la caza para observar y aprender las técnicas de caza. También aprenden técnicas de caza mientras juegan con sus hermanos. Las crías viven con su madre hasta que son capaces de cazar de forma independiente. Entonces, entre los 18 meses y los 2 años, se marchan a buscar su propio territorio. Las hembras de guepardo alcanzan la madurez reproductiva a los 21-22 meses."
Ualabí,9,habbit,"Los Ualabíes son animales muy sociales. Socializan, se aparean y se alimentan en grupos que tienen una estructura jerárquica. Estos grupos se denominan ""turbas"". Los individuos más dominantes suelen ser machos, y esta dominancia se determina mediante agresivos encuentros de lucha, siendo el vencedor el animal de mayor rango. El territorio de una turba puede alcanzar las 100 hectáreas y las zonas periféricas pueden compartirse en parte con otras turbas. Las manadas están formadas por animales de todas las edades y de ambos sexos y suelen tener hasta 50 individuos. Los Ualabíes son Nocturnos, descansan durante el día en los matorrales bajos y comienzan a estar activos al anochecer; abandonan los matorrales al anochecer y vuelven a ellos antes del amanecer."
Ualabí,9,appearance,"Al igual que su pariente el canguro, los ualabíes son marsupiales (mamíferos con bolsa) y pertenecen a la Familia de los macrópodos (""pie grande""). Básicamente, un ualabí es un macrópodo que no es lo suficientemente grande como para ser clasificado como canguro. No existe una distinción clara entre estos animales pero, en general, los wallabíes son más pequeños y corpulentos que los canguros. Los machos tienen las extremidades anteriores mucho más grandes y sus garras son más anchas que las de las hembras. Los ualabíes tienen el vientre de color gris a amarillo y las patas rojas. Como todos los Marsupialia, la hembra tiene una bolsa delante del abdomen donde amamanta a sus crías."
Ualabí,9,mating,"Los ualabíes son poligínicos, el macho dominante suele controlar el acceso a sus hembras apareándose primero con ellas y vigilándolas después de otros machos subordinados. Estos wallabíes son criadores estacionales. El periodo de gestación es de 25 a 28 días. Una sola cría nace a finales de enero hasta marzo. La cría permanece en la bolsa después del nacimiento. Alrededor de los 200 días comienza a abandonar la bolsa para comer hierba. Sigue mamando, de forma más enérgica pero no tan a menudo. A los 250 días ya ha abandonado la bolsa y a los 300-350 días (o de 10 a 11 meses) está totalmente destetado. Una cría hembra es sexualmente madura a los 9 meses y un macho a los 2 años."
Axis porcinus,10,habbit,"Los Axis porcinus son animales solitarios. Sin embargo, ocasionalmente se les puede observar alimentándose en pequeñas manadas en terrenos abiertos con abundancia de comida. También se sabe que forman pequeñas unidades familiares. Los periodos de mayor actividad son el amanecer y el atardecer y, en raras ocasiones, las horas diurnas. En zonas con caza excesiva, los Axis porcinus tienen que llevar una vida Nocturna. Estos mamíferos son generalmente sedentarios. Suelen vivir en la misma zona y no migran. Los machos de esta especie muestran un comportamiento muy territorial, marcando sus territorios con una sustancia especial, producida por sus glándulas odoríferas. Cuando se enfrentan a una amenaza, los miembros de un grupo suelen huir en varias direcciones. Se esconden en la vegetación densa hasta que el peligro ha pasado. Cuando huyen, estos animales mantienen la cabeza baja y la cola levantada, dejando al descubierto la parte inferior de color blanco. Suelen utilizar llamadas de alarma como ladridos agudos y silbidos."
Axis porcinus,10,appearance,"Antiguamente, el Axis porcinus era abundante y estaba ampliamente distribuido por toda su área de distribución. En la actualidad, esta especie en peligro de extinción ha perdido una parte considerable de su área de distribución y población originales. Las poblaciones aisladas que quedan habitan ahora en el sur y el sureste de Asia. El animal se llama así por su costumbre de mantener la cabeza baja, a modo de cerdo, cuando corre entre la vegetación. Los ciervos porcinus tienen el aspecto típico de las especies del Género Axis. Sin embargo, se diferencian de otros ciervos Axis por su constitución baja y robusta, así como por su cara corta y su perfil empinado."
Axis porcinus,10,mating,"El Axis porcinus tiene un sistema de apareamiento poligínico, en el que cada macho se aparea con varias hembras. Sin embargo, algunos machos de esta especie muestran un comportamiento monógamo, apareándose y defendiendo a una sola hembra. Las poblaciones dentro de su área de distribución natural se aparean en agosto-octubre, mientras que las poblaciones introducidas pueden tener un calendario de reproducción diferente. Durante este periodo, los machos de Axis porcinus se enzarzan en una dura competición, defendiendo agresivamente sus derechos de apareamiento. Las hembras paren un único cervatillo completamente desarrollado en mayo-julio, tras 8 meses de gestación. El cervatillo suele nacer en un lugar apartado, entre hierba densa o cañaverales, donde está protegido de los numerosos Depredadores de la zona. Durante los primeros días de su vida, la cría vive sola mientras la madre se alimenta. Ella visita de vez en cuando al cervatillo para amamantarlo. El joven ciervo es destetado a los 6 meses de edad. La edad de madurez reproductiva es de 8 a 12 meses."
Lemming vulgar,11,habbit,"El lemming de Noruega tiene un ciclo demográfico dramático de tres a cuatro años, en el que la población de la especie aumenta periódicamente a niveles insostenibles, lo que lleva a una alta mortalidad, lo que hace que la población vuelva a colapsar. El lemming de Noruega pasa el invierno en nidos bajo la nieve. Cuando comienza el deshielo de la primavera y la nieve comienza a colapsar, deben migrar a un terreno más alto, donde la nieve todavía es lo suficientemente firme para la seguridad, o, más comúnmente, a un terreno más bajo, donde pasan los meses de verano. En otoño, deben cronometrar cuidadosamente su movimiento de regreso a un terreno protegido más alto, dejando después de que la cubierta de nieve alpina esté disponible para sus madrigueras y nidos, y antes de que las tierras bajas se vuelvan inhabitables por las heladas y el hielo. Cuando las estaciones son particularmente buenas (inviernos cortos sin deshielos o heladas inesperadas y veranos largos), la población del lemming de Noruega puede aumentar exponencialmente: alcanzan la madurez sexual menos de un mes después del nacimiento y se reproducen durante todo el año si las condiciones son adecuadas, produciendo una camada de seis a ocho jóvenes cada tres o cuatro semanas. Siendo criaturas solitarias por naturaleza, los lemmings más fuertes expulsan a los más débiles y jóvenes mucho antes de que ocurra una escasez de alimentos. Los jóvenes lemmings se dispersan en direcciones aleatorias en busca de territorio vacante. Cuando las características geográficas restringen sus movimientos y los canalizan hacia un corredor relativamente estrecho, se pueden acumular grandes cantidades, lo que genera fricción social, angustia y, finalmente, un pánico masivo que puede seguir, donde huyen en todas las direcciones. Los lemmings migran, y en cantidades importantes a veces, pero la marcha deliberada hacia el mar es falsa.   "
Lemming vulgar,11,appearance,"El lemming de Noruega tiene un pelaje con patrón de colores del negro al amarillo-marrón, que es variable entre individuos. Alcanza los 155 mm de largo. Su cola es muy corta (10 – 19 mm). Pesa hasta 130 g. Su fórmula dentaria es 1/1, 0/0, 3/3."
Lemming vulgar,11,mating,"No existe información sobre el sistema de apareamiento de los Lemming vulgares. Sin embargo, teniendo en cuenta las características de Otros lemmings y la naturaleza independiente de los lemmings de Noruega, es poco probable que sean monógamos y pueden mostrar sistemas de apareamiento poligínicos o poliginándricos (promiscuos) (en los que tanto machos como hembras pueden tener múltiples parejas). La reproducción se produce durante todo el año. Las hembras de esta especie son muy productivas, capaces de producir una camada cada 3 - 4 semanas. El periodo de gestación suele durar entre 16 y 23 días, produciendo entre 14 y 16 crías. La edad de madurez sexual es de 1 mes para los machos y de 3 semanas para las hembras. Sin embargo, se ha registrado una hembra preñada de 2 semanas."
Foca del caspio,12,habbit,"Estas focas suelen vivir en grandes grupos durante la época de apareamiento en los meses de verano e invierno. Durante el resto del año son solitarias. Entre finales de primavera y finales de otoño, estos animales pasan probablemente la mayor parte del tiempo en el Mar, alimentándose. A veces acampan en islas, formando grupos densos, normalmente en los extremos de bancos de arena o penínsulas. Aquí el ""espacio personal"" que mantiene cada animal es diferente al de las zonas de cría en el hielo, ya que en la playa las focas descansan muy cerca unas de otras. Estas focas son buceadoras poco profundas, suelen sumergirse 50 metros durante un minuto aproximadamente, aunque se han registrado inmersiones más profundas y prolongadas. Después de bucear para buscar alimento, descansan en la superficie del agua. Poco más se sabe sobre la comunicación y el comportamiento de las Focas del caspio. En los meses de verano emiten bufidos agresivos o agitan las aletas para advertir a Otro tipo de focas que se mantengan a distancia."
Foca del caspio,12,appearance,"Las focas del Caspio se distinguen sobre todo por las manchas en la espalda, que por lo general son menos marcadas en las hembras. Los adultos miden aproximadamente 1,5 metros de largo y pesan entre 50 y 86 kg, con un peso promedio de 55 kg. También muestran dimorfismo sexual considerable, ya que los machos son generalmente más grandes y más robustos que las hembras. En comparación con el resto del cuerpo, la cabeza es más bien pequeña. La fórmula dental de estos pinípedos que es 3/2, R 1/1, CP 6/5. Las focas del Caspio viven principalmente en aguas poco profundas: por lo general no zambullen a más de 50 metros y lo hacen por espacio de máximo un minuto, aunque a veces se han observado inmersiones más prolongadas y a mayor profundidad. Son animales gregarios y pasan la mayor parte de su tiempo en grandes colonias. Después de un período de gestación de 11 meses, los nacimientos ocurren en enero o febrero. Al igual que con otras focas, las crías al nacer están cubiertos con una cubierta blanca y pesan cerca de 5 kg. Sin embargo, hacia las tres semanas o el mes mudan esta capa. La madurez sexual ocurre a los 5 años en las hembras y a los 6 o 7 años para los machos."
Foca del caspio,12,mating,"Tanto los machos como las hembras de la Foca del caspio son monógamos, lo que significa que un macho se aparea con una sola hembra. Parece que no hay peleas por las parejas entre las focas reproductoras. Migran a finales de otoño a las aguas poco profundas y heladas de la Región septentrional del Mar Caspio. Tras una gestación de unos 11 meses, las hembras dan a luz sobre placas de hielo en zonas protegidas. Los recién nacidos son amamantados durante aproximadamente un mes, pero no entran en el agua hasta que el hielo ha empezado a derretirse y su pelaje de lanugo ha mudado. Aproximadamente un mes después del parto, desde finales de febrero hasta mediados de marzo, la colonia de cría ve llegar a los machos y se produce de nuevo el apareamiento, tras lo cual los adultos mudan, el hielo se rompe y las focas comienzan a dispersarse hacia zonas más profundas y frías del sur para alimentarse. Las hembras alcanzan la madurez entre los 5 y los 7 años, y los machos entre los 6 y los 7 años."
Lobo marino sudamericano,13,habbit,"Los Lobos marinos sudamericanos son una especie diurna y social que vive en grupos formados normalmente por varias hembras con uno o varios machos que defienden su territorio. Los machos, llamados toros, patrullan activamente su área de distribución, amenazando a los intrusos y anunciando sus límites territoriales mediante vocalizaciones. Las peleas son, sin embargo, poco frecuentes, a menos que un intruso intente apoderarse del territorio del toro. Su territorio depende mucho de la presencia de vacas, más que de su tamaño o de cualquier característica topológica. Cada toro suele tener 18 vacas en su territorio. Los machos jóvenes que aún no tienen hembras para aparearse suelen vivir en grupos con otros 10 a 40 machos jóvenes, e intentan asaltar los territorios establecidos de los toros para conseguir hembras. Los leones marinos sudamericanos suelen cazar en aguas poco profundas, a menos de cinco millas de la costa. Cazan en grupo cuando buscan presas que viajan en cardúmenes."
Lobo marino sudamericano,13,appearance,"Son de color pardo oscuro cuando son adultos y negro cuando son jóvenes. Los machos adultos habitualmente pesan unos 300 kg, el doble que las hembras, y poseen una capa de pelo castaño rojizo sobre el cuello. Esta «melena» es la causa de que sean llamados «leones marinos». Viven en colonias de unos 15 individuos, formadas por el macho, su harén, y unos pocos jóvenes. Durante el verano, en diciembre y enero, se trasladan a parir a sitios protegidos donde se congregan miles de ejemplares. La gestación dura casi un año, pariendo una sola cría. Durante la época de reproducción, los machos entran en combate por el control de su territorio y por las hembras (son muy territoriales entre ellos), y es usual que no se alimenten en ese periodo. Viven entre 25 y 50 años."
Lobo marino sudamericano,13,mating,"Este león marino tiene un Estilo de vida poligínico. La época de apareamiento va desde principios de agosto hasta diciembre, cuando los machos defienden sus territorios agresivamente y muestran interés por las hembras. Los comportamientos reproductivos incluyen vocalizaciones mutuas, contacto con la boca y el hocico, olfateo y algunos mordiscos juguetones. La gestación dura unos 11-12 meses y suele nacer una cría. Las madres vuelven a aparearse poco después del parto con el macho en cuyo territorio tuvo lugar el nacimiento. Los cachorros pasan la mayor parte del día en manadas o grupos jugando, durmiendo o permaneciendo cerca del agua. La primera vez que entran en el agua suele ser a las 3 o 4 semanas en un grupo grande con Otros leones marinos. Las crías amamantan durante unos 6 a 12 meses, hasta que su madre da a luz a otra cría, aunque algunas madres amamantan a ambas crías al mismo tiempo. Los cachorros machos alcanzan la madurez sexual a los 6 años y las hembras a los 4, y ambos sexos alcanzan el tamaño adulto a los 8 años aproximadamente."
Lémur volador de filipinas,15,habbit,"Esta especie es Arborícola y en gran parte Nocturna. Vive en los bosques, pasando las horas diurnas en huecos o agujeros de los árboles a unos 25-50 m del suelo, aunque en las plantaciones de cocoteros se enroscarán en una bola o se colgarán de una hoja de palmera, con las cuatro patas juntas. Se suben a los árboles al anochecer para planear en busca de comida, recorriendo por lo general entre 1 y 1,5 km. Suelen ir a los mismos lugares en los mismos árboles cada noche. No se sabe mucho sobre su vida social. Es posible que varios animales compartan el mismo lugar de descanso, pero probablemente viajen solos por la noche. Un estudio descubrió que los rangos de hogar eran de 6,4-13,4 ha, y se solapaban ampliamente. Se han observado interacciones amistosas, como el alogrooming, entre adultos de distinto sexo y entre jóvenes y adultos, aunque los machos adultos a veces se muestran hostiles entre sí."
